0,1,2,3,4,5,6,7,8,9,10
soda,liquor (appetizer),,,,,,,,,
whole milk,pastry,specialty cheese,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
meat,long life bakery product,yogurt,napkins,,,,,,,
frankfurter,sausage,,,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
sausage,whole milk,whipped/sour cream,domestic eggs,,,,,,,
whipped/sour cream,soft cheese,,,,,,,,,
beverages,sausage,,,,,,,,,
sausage,dessert,,,,,,,,,
pastry,pickled vegetables,,,,,,,,,
pastry,yogurt,bottled water,soda,,,,,,,
canned beer,curd,coffee,flour,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
chicken,finished products,rolls/buns,butter,rolls/buns,herbs,white bread,,,,
tropical fruit,bottled beer,,,,,,,,,
sweet spreads,soda,,,,,,,,,
sausage,white wine,,,,,,,,,
citrus fruit,misc. beverages,misc. beverages,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
packaged fruit/vegetables,sweet spreads,,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
citrus fruit,onions,salty snack,brown bread,,,,,,,
frankfurter,coffee,,,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
pip fruit,newspapers,root vegetables,,,,,,,,
soda,newspapers,,,,,,,,,
chocolate,sugar,coffee,,,,,,,,
whipped/sour cream,photo/film,,,,,,,,,
whole milk,chocolate,,,,,,,,,
curd,grapes,curd,shopping bags,,,,,,,
bottled beer,beverages,hard cheese,fruit/vegetable juice,,,,,,,
pastry,chewing gum,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
ham,UHT-milk,,,,,,,,,
liver loaf,vinegar,whole milk,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
citrus fruit,tropical fruit,pork,other vegetables,whole milk,yogurt,flower (seeds),,,,
whole milk,pickled vegetables,,,,,,,,,
yogurt,other vegetables,whipped/sour cream,,,,,,,,
citrus fruit,canned beer,waffles,chocolate,dish cleaner,,,,,,
pork,brown bread,,,,,,,,,
other vegetables,yogurt,bottled water,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
soda,whole milk,,,,,,,,,
whole milk,whole milk,,,,,,,,,
butter milk,kitchen towels,,,,,,,,,
photo/film,pip fruit,butter,liquor (appetizer),bottled beer,sweet spreads,,,,,
chicken,roll products ,,,,,,,,,
beef,whole milk,frozen vegetables,soda,,,,,,,
whole milk,chocolate,,,,,,,,,
frozen meals,pastry,,,,,,,,,
misc. beverages,yogurt,,,,,,,,,
bottled water,flour,sugar,,,,,,,,
grapes,other vegetables,,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,
meat,tropical fruit,whipped/sour cream,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
dessert,yogurt,,,,,,,,,
UHT-milk,domestic eggs,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
yogurt,rolls/buns,soda,,,,,,,,
domestic eggs,candy,,,,,,,,,
yogurt,brown bread,,,,,,,,,
canned beer,sugar,,,,,,,,,
bottled beer,frozen meals,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
salt,margarine,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
whipped/sour cream,candy,butter,,,,,,,,
butter,chewing gum,,,,,,,,,
misc. beverages,artif. sweetener,newspapers,fruit/vegetable juice,,,,,,,
citrus fruit,whipped/sour cream,liquor,,,,,,,,
pastry,hard cheese,,,,,,,,,
pork,cereals,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
newspapers,root vegetables,pastry,margarine,,,,,,,
chicken,yogurt,UHT-milk,root vegetables,yogurt,hard cheese,semi-finished bread,frozen potato products,,,
pastry,UHT-milk,,,,,,,,,
pip fruit,pastry,,,,,,,,,
male cosmetics,hard cheese,,,,,,,,,
domestic eggs,whole milk,fruit/vegetable juice,,,,,,,,
detergent,other vegetables,oil,beverages,rolls/buns,specialty bar,,,,,
chicken,root vegetables,dish cleaner,,,,,,,,
soda,salty snack,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
cat food,other vegetables,,,,,,,,,
pip fruit,frozen vegetables,,,,,,,,,
specialty chocolate,pastry,,,,,,,,,
bottled water,rolls/buns,domestic eggs,,,,,,,,
salty snack,yogurt,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
frozen potato products,soda,,,,,,,,,
specialty chocolate,yogurt,rolls/buns,misc. beverages,,,,,,,
newspapers,salty snack,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
other vegetables,frankfurter,newspapers,whole milk,pastry,,,,,,
shopping bags,soap,,,,,,,,,
salt,seasonal products,,,,,,,,,
brandy,domestic eggs,,,,,,,,,
chicken,beef,,,,,,,,,
liver loaf,chicken,rolls/buns,spread cheese,shopping bags,,,,,,
pork,pasta,fruit/vegetable juice,,,,,,,,
fish,yogurt,,,,,,,,,
tropical fruit,salt,,,,,,,,,
frankfurter,UHT-milk,fruit/vegetable juice,,,,,,,,
other vegetables,margarine,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
sausage,meat spreads,domestic eggs,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
white bread,hamburger meat,pastry,frozen meals,,,,,,,
pork,specialty bar,soda,,,,,,,,
tropical fruit,waffles,,,,,,,,,
newspapers,soft cheese,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
chicken,frozen fish,sugar,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
whole milk,whipped/sour cream,whole milk,yogurt,whipped/sour cream,,,,,,
onions,root vegetables,soap,cream cheese ,,,,,,,
whole milk,waffles,,,,,,,,,
bottled beer,butter,frozen vegetables,whole milk,,,,,,,
dishes,tropical fruit,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
whole milk,bottled water,,,,,,,,,
chicken,coffee,newspapers,,,,,,,,
sausage,pastry,whole milk,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
meat,citrus fruit,,,,,,,,,
processed cheese,hamburger meat,whole milk,,,,,,,,
dessert,margarine,,,,,,,,,
soda,yogurt,,,,,,,,,
whole milk,dish cleaner,,,,,,,,,
finished products,dessert,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
canned beer,yogurt,tropical fruit,whole milk,,,,,,,
whole milk,pastry,butter,whole milk,,,,,,,
fruit/vegetable juice,beverages,,,,,,,,,
rolls/buns,butter milk,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
citrus fruit,whole milk,rolls/buns,,,,,,,,
herbs,onions,brown bread,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
ham,processed cheese,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
soda,condensed milk,curd,,,,,,,,
specialty cheese,bottled water,,,,,,,,,
soda,meat,,,,,,,,,
chocolate,bottled water,,,,,,,,,
bottled beer,butter,,,,,,,,,
dessert,fruit/vegetable juice,,,,,,,,,
other vegetables,soda,,,,,,,,,
oil,coffee,,,,,,,,,
finished products,UHT-milk,,,,,,,,,
frozen dessert,pastry,,,,,,,,,
butter,soda,,,,,,,,,
pip fruit,curd,specialty bar,beverages,sausage,soft cheese,rolls/buns,yogurt,other vegetables,curd,newspapers
sausage,sausage,bottled beer,spread cheese,,,,,,,
dessert,photo/film,,,,,,,,,
citrus fruit,beef,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
bottled beer,berries,,,,,,,,,
pastry,domestic eggs,dish cleaner,,,,,,,,
packaged fruit/vegetables,long life bakery product,,,,,,,,,
citrus fruit,cling film/bags,hard cheese,,,,,,,,
yogurt,baking powder,,,,,,,,,
margarine,bottled water,,,,,,,,,
yogurt,chicken,soda,,,,,,,,
sausage,yogurt,,,,,,,,,
other vegetables,oil,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
beef,domestic eggs,,,,,,,,,
liquor,UHT-milk,,,,,,,,,
beef,cake bar,butter,,,,,,,,
yogurt,other vegetables,white wine,frozen vegetables,,,,,,,
ice cream,white bread,whole milk,bottled water,,,,,,,
chicken,whole milk,whole milk,chewing gum,,,,,,,
white bread,processed cheese,,,,,,,,,
citrus fruit,shopping bags,cream cheese ,,,,,,,,
yogurt,soft cheese,,,,,,,,,
hamburger meat,chicken,butter,rolls/buns,,,,,,,
potato products,other vegetables,,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
salty snack,semi-finished bread,sliced cheese,,,,,,,,
whole milk,dessert,dish cleaner,,,,,,,,
newspapers,cream cheese ,long life bakery product,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pastry,cat food,,,,,,,,,
hamburger meat,sugar,,,,,,,,,
sausage,whole milk,,,,,,,,,
spread cheese,frankfurter,ice cream,citrus fruit,pip fruit,cake bar,other vegetables,yogurt,rolls/buns,,
ham,pastry,whole milk,specialty bar,tropical fruit,hard cheese,yogurt,candy,,,
beef,newspapers,canned vegetables,,,,,,,,
dishes,sweet spreads,,,,,,,,,
root vegetables,grapes,whole milk,,,,,,,,
condensed milk,fruit/vegetable juice,white wine,specialty fat,,,,,,,
hamburger meat,margarine,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
hamburger meat,butter,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
soda,other vegetables,dishes,,,,,,,,
beef,soda,,,,,,,,,
root vegetables,sugar,newspapers,,,,,,,,
beef,hamburger meat,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
white wine,canned vegetables,,,,,,,,,
herbs,yogurt,,,,,,,,,
napkins,white bread,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
tropical fruit,whole milk,soda,curd,,,,,,,
yogurt,other vegetables,baking powder,candy,,,,,,,
whole milk,tropical fruit,other vegetables,yogurt,domestic eggs,,,,,,
bottled water,onions,,,,,,,,,
root vegetables,cream,,,,,,,,,
soda,rolls/buns,,,,,,,,,
soups,specialty bar,soda,whipped/sour cream,,,,,,,
pork,whipped/sour cream,,,,,,,,,
tropical fruit,whole milk,other vegetables,long life bakery product,,,,,,,
soda,yogurt,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
canned beer,white bread,,,,,,,,,
pork,whole milk,,,,,,,,,
specialty chocolate,pet care,,,,,,,,,
soda,citrus fruit,,,,,,,,,
pip fruit,nut snack,napkins,,,,,,,,
canned beer,newspapers,newspapers,,,,,,,,
rolls/buns,chewing gum,,,,,,,,,
tea,soda,,,,,,,,,
pip fruit,frozen fish,,,,,,,,,
tropical fruit,frozen vegetables,whole milk,snack products,,,,,,,
whole milk,other vegetables,,,,,,,,,
other vegetables,whole milk,semi-finished bread,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
other vegetables,rolls/buns,whole milk,margarine,,,,,,,
beef,pastry,curd,,,,,,,,
fruit/vegetable juice,salty snack,candy,dental care,butter,,,,,,
sausage,pork,butter,whole milk,fruit/vegetable juice,,,,,,
canned fish,specialty cheese,yogurt,specialty vegetables,,,,,,,
beef,sliced cheese,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
tropical fruit,pastry,cream cheese ,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pastry,soda,,,,,,,,,
tropical fruit,root vegetables,rolls/buns,onions,shopping bags,,,,,,
beef,liquor (appetizer),frozen vegetables,,,,,,,,
other vegetables,sugar,,,,,,,,,
pork,grapes,hygiene articles,,,,,,,,
salty snack,dessert,,,,,,,,,
bottled water,frozen potato products,,,,,,,,,
pip fruit,butter,whole milk,other vegetables,,,,,,,
tropical fruit,coffee,canned vegetables,,,,,,,,
frozen meals,other vegetables,bottled beer,,,,,,,,
hamburger meat,bottled beer,coffee,instant coffee,yogurt,,,,,,
beef,newspapers,,,,,,,,,
soda,pasta,curd cheese,,,,,,,,
frozen chicken,herbs,yogurt,,,,,,,,
root vegetables,roll products ,root vegetables,whole milk,,,,,,,
whole milk,yogurt,newspapers,,,,,,,,
pork,other vegetables,shopping bags,,,,,,,,
whole milk,soda,,,,,,,,,
whole milk,bottled water,whole milk,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
bottled water,potato products,bottled water,,,,,,,,
ham,tropical fruit,,,,,,,,,
bottled water,frozen potato products,,,,,,,,,
sausage,shopping bags,,,,,,,,,
pip fruit,frozen potato products,,,,,,,,,
brown bread,grapes,bottled water,soda,,,,,,,
tropical fruit,other vegetables,rice,,,,,,,,
frozen meals,cake bar,,,,,,,,,
dish cleaner,soda,,,,,,,,,
root vegetables,chocolate,candy,,,,,,,,
whole milk,margarine,,,,,,,,,
flour,tropical fruit,,,,,,,,,
meat spreads,mayonnaise,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
root vegetables,root vegetables,citrus fruit,cat food,,,,,,,
beverages,whole milk,butter milk,fruit/vegetable juice,,,,,,,
beef,UHT-milk,,,,,,,,,
bottled beer,grapes,candy,,,,,,,,
pip fruit,pork,sausage,dessert,grapes,soda,dessert,yogurt,whole milk,,
sausage,whole milk,dessert,,,,,,,,
frankfurter,dessert,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
soda,yogurt,,,,,,,,,
pip fruit,pastry,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
soda,rolls/buns,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
soda,chewing gum,,,,,,,,,
whole milk,turkey,pork,dog food,rolls/buns,soda,bottled water,bottled water,,,
soda,candy,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
sugar,curd,,,,,,,,,
pork,long life bakery product,,,,,,,,,
citrus fruit,whole milk,fruit/vegetable juice,dishes,,,,,,,
domestic eggs,margarine,,,,,,,,,
soda,chewing gum,,,,,,,,,
domestic eggs,chocolate,,,,,,,,,
bottled beer,soda,newspapers,,,,,,,,
rolls/buns,bottled water,vinegar,,,,,,,,
other vegetables,whole milk,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
soda,bottled water,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
hamburger meat,frozen vegetables,cream cheese ,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
semi-finished bread,shopping bags,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
frankfurter,ice cream,mustard,soda,,,,,,,
chocolate,whole milk,,,,,,,,,
berries,frozen vegetables,,,,,,,,,
whole milk,bottled water,,,,,,,,,
white bread,shopping bags,,,,,,,,,
root vegetables,ice cream,rolls/buns,,,,,,,,
frozen vegetables,cream cheese ,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
beef,root vegetables,,,,,,,,,
bottled water,newspapers,,,,,,,,,
dessert,dental care,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
bottled beer,rolls/buns,waffles,,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
root vegetables,fruit/vegetable juice,bottled water,soda,,,,,,,
sausage,soda,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
pork,other vegetables,,,,,,,,,
whole milk,frozen fish,,,,,,,,,
other vegetables,candy,napkins,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
yogurt,pot plants,,,,,,,,,
pork,fruit/vegetable juice,,,,,,,,,
pork,flour,,,,,,,,,
tropical fruit,photo/film,,,,,,,,,
root vegetables,margarine,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
bottled water,other vegetables,vinegar,,,,,,,,
napkins,photo/film,,,,,,,,,
cat food,whole milk,whole milk,,,,,,,,
frankfurter,root vegetables,pastry,napkins,long life bakery product,,,,,,
root vegetables,root vegetables,processed cheese,frozen fish,,,,,,,
citrus fruit,yogurt,soda,,,,,,,,
misc. beverages,citrus fruit,napkins,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
bottled beer,ice cream,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
coffee,beef,dishes,brown bread,pastry,,,,,,
other vegetables,hygiene articles,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
canned beer,whole milk,other vegetables,,,,,,,,
bottled water,tropical fruit,domestic eggs,,,,,,,,
dog food,hygiene articles,Instant food products,,,,,,,,
chocolate,pastry,,,,,,,,,
bottled water,herbs,,,,,,,,,
sausage,candles,,,,,,,,,
rolls/buns,sauces,,,,,,,,,
brown bread,ketchup,soda,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
bottled water,bottled beer,brown bread,,,,,,,,
soda,shopping bags,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
citrus fruit,soda,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
hamburger meat,other vegetables,hygiene articles,popcorn,,,,,,,
hard cheese,tropical fruit,,,,,,,,,
frozen vegetables,cookware,,,,,,,,,
pork,rolls/buns,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
pip fruit,napkins,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
whole milk,sauces,,,,,,,,,
other vegetables,sugar,,,,,,,,,
oil,chewing gum,,,,,,,,,
baking powder,pickled vegetables,,,,,,,,,
newspapers,beef,,,,,,,,,
pastry,chewing gum,,,,,,,,,
whole milk,coffee,,,,,,,,,
liquor (appetizer),liquor,,,,,,,,,
fish,root vegetables,tropical fruit,other vegetables,,,,,,,
cream cheese ,whole milk,candy,,,,,,,,
yogurt,newspapers,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
citrus fruit,butter,,,,,,,,,
citrus fruit,whole milk,beef,shopping bags,,,,,,,
onions,white wine,,,,,,,,,
sliced cheese,whole milk,,,,,,,,,
butter,tropical fruit,whole milk,napkins,,,,,,,
bottled beer,soap,,,,,,,,,
chicken,onions,,,,,,,,,
beef,male cosmetics,,,,,,,,,
pastry,meat,,,,,,,,,
specialty fat,brandy,,,,,,,,,
dog food,pastry,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
chicken,cream cheese ,citrus fruit,chicken,pet care,napkins,condensed milk,specialty chocolate,,,
soda,tropical fruit,other vegetables,bottled water,,,,,,,
liver loaf,bottled water,bottled water,,,,,,,,
newspapers,citrus fruit,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
newspapers,white bread,,,,,,,,,
sausage,misc. beverages,,,,,,,,,
soda,mustard,,,,,,,,,
rolls/buns,bottled water,whole milk,,,,,,,,
whole milk,condensed milk,,,,,,,,,
waffles,chocolate,,,,,,,,,
butter,whole milk,root vegetables,butter,,,,,,,
whole milk,pastry,,,,,,,,,
pork,specialty bar,,,,,,,,,
sausage,candy,,,,,,,,,
meat,whole milk,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
root vegetables,candy,,,,,,,,,
dessert,butter,,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
whole milk,salty snack,shopping bags,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
waffles,brown bread,,,,,,,,,
pet care,butter milk,,,,,,,,,
cream cheese ,canned beer,chewing gum,,,,,,,,
UHT-milk,candles,,,,,,,,,
dish cleaner,fruit/vegetable juice,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
bottled water,butter milk,,,,,,,,,
pip fruit,salty snack,,,,,,,,,
whole milk,white bread,,,,,,,,,
sausage,grapes,,,,,,,,,
bottled beer,yogurt,butter milk,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
pasta,hamburger meat,dessert,bottled water,,,,,,,
pork,specialty chocolate,,,,,,,,,
curd,meat,yogurt,whipped/sour cream,,,,,,,
frankfurter,prosecco,,,,,,,,,
hamburger meat,dessert,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
meat,beverages,newspapers,candy,,,,,,,
bottled water,chicken,processed cheese,whole milk,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
rolls/buns,soda,snack products,long life bakery product,,,,,,,
sausage,fruit/vegetable juice,chewing gum,,,,,,,,
seasonal products,flour,domestic eggs,,,,,,,,
misc. beverages,bottled water,,,,,,,,,
other vegetables,butter,,,,,,,,,
whole milk,roll products ,,,,,,,,,
white wine,rolls/buns,soda,white bread,,,,,,,
butter,rolls/buns,,,,,,,,,
waffles,shopping bags,sparkling wine,,,,,,,,
sausage,whole milk,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
whole milk,detergent,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
rice,bottled beer,,,,,,,,,
margarine,frozen vegetables,,,,,,,,,
seasonal products,soups,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
whole milk,meat,yogurt,yogurt,yogurt,,,,,,
other vegetables,whole milk,,,,,,,,,
chicken,butter milk,sugar,,,,,,,,
sausage,specialty bar,,,,,,,,,
spread cheese,newspapers,,,,,,,,,
ham,dessert,yogurt,,,,,,,,
whole milk,waffles,chocolate,,,,,,,,
semi-finished bread,whole milk,,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
misc. beverages,zwieback,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
curd,pork,,,,,,,,,
soda,canned fish,,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
whole milk,pastry,margarine,pastry,,,,,,,
pip fruit,cream cheese ,,,,,,,,,
spread cheese,rolls/buns,,,,,,,,,
rolls/buns,mayonnaise,flour,,,,,,,,
shopping bags,pickled vegetables,,,,,,,,,
bottled water,curd,,,,,,,,,
bottled water,whole milk,rolls/buns,,,,,,,,
tropical fruit,pork,soda,onions,,,,,,,
bottled beer,canned beer,,,,,,,,,
soda,other vegetables,,,,,,,,,
margarine,UHT-milk,brown bread,,,,,,,,
syrup,whole milk,,,,,,,,,
sliced cheese,rolls/buns,rolls/buns,,,,,,,,
meat,semi-finished bread,,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,
root vegetables,frozen potato products,onions,UHT-milk,,,,,,,
tropical fruit,UHT-milk,whole milk,,,,,,,,
frankfurter,whole milk,canned fish,yogurt,,,,,,,
chicken,curd,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
soda,tropical fruit,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
oil,misc. beverages,candy,yogurt,,,,,,,
white bread,bottled water,,,,,,,,,
ham,brown bread,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
soda,mustard,,,,,,,,,
pastry,other vegetables,cake bar,,,,,,,,
white wine,domestic eggs,,,,,,,,,
bottled beer,fruit/vegetable juice,whole milk,bottled beer,,,,,,,
tropical fruit,butter milk,,,,,,,,,
bottled water,herbs,,,,,,,,,
beef,pasta,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
beverages,waffles,specialty chocolate,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
beef,bottled water,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
whole milk,popcorn,,,,,,,,,
soft cheese,semi-finished bread,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
domestic eggs,soda,,,,,,,,,
pastry,whole milk,,,,,,,,,
sausage,other vegetables,,,,,,,,,
fruit/vegetable juice,candy,hygiene articles,,,,,,,,
